feed,title,long_url,short_url
ArXiv:cs.CR,SmartOil: Blockchain and smart contract-based oil supply chain management,https://arxiv.org/abs/2105.05338v1,
ArXiv:cs.CR,Accuracy-Privacy Trade-off in Deep Ensemble,https://arxiv.org/abs/2105.05381v1,
ArXiv:cs.CR,"Quantum Encryption with Certified Deletion, Revisited: Public Key, Attribute-Based, and Classical Communication",https://arxiv.org/abs/2105.05393v1,
ArXiv:cs.CR,A Nearly Instance-optimal Differentially Private Mechanism for Conjunctive Queries,https://arxiv.org/abs/2105.05443v1,
ArXiv:cs.CR,Snipuzz: Black-box Fuzzing of IoT Firmware via Message Snippet Inference,https://arxiv.org/abs/2105.05445v1,
ArXiv:cs.CR,Responding to Living-Off-the-Land Tactics using Just-in-Time Memory Forensics (JIT-MF) for Android,https://arxiv.org/abs/2105.05510v1,
ArXiv:cs.CR,An Efficient Matrix Multiplication with Enhanced Privacy Protection in Cloud Computing and Its Applications,https://arxiv.org/abs/2105.05525v1,
ArXiv:cs.CR,Web Content Signing with Service Workers,https://arxiv.org/abs/2105.05551v1,
ArXiv:cs.CR,Lattice sieving via quantum random walks,https://arxiv.org/abs/2105.05608v1,
ArXiv:cs.CR,An Efficient Learning Framework For Federated XGBoost Using Secret Sharing And Distributed Optimization,https://arxiv.org/abs/2105.05717v1,
ArXiv:cs.CR,The FeatureCloud AI Store for Federated Learning in Biomedicine and Beyond,https://arxiv.org/abs/2105.05734v1,
ArXiv:cs.CR,SoK: Practical Foundations for Spectre Defenses,https://arxiv.org/abs/2105.05801v1,
ArXiv:cs.CR,Symmetric Private Information Retrieval with User-Side Common Randomness,https://arxiv.org/abs/2105.05807v1,
ArXiv:cs.CR,Interpretable Probabilistic Password Strength Meters via Deep Learning,https://arxiv.org/abs/2004.07179v4,
ArXiv:cs.CR,Sponge Examples: Energy-Latency Attacks on Neural Networks,https://arxiv.org/abs/2006.03463v2,
ArXiv:cs.CR,Subpopulation Data Poisoning Attacks,https://arxiv.org/abs/2006.14026v3,
ArXiv:cs.CR,A Unified Evaluation of Two-Candidate Ballot-Polling Election Auditing Methods,https://arxiv.org/abs/2008.08536v2,
ArXiv:cs.CR,Attribute Privacy: Framework and Mechanisms,https://arxiv.org/abs/2009.04013v2,
ArXiv:cs.CR,Secure Weighted Aggregation for Federated Learning,https://arxiv.org/abs/2010.08730v2,
ArXiv:cs.CR,Locality Sensitive Hashing with Extended Differential Privacy,https://arxiv.org/abs/2010.09393v4,
ArXiv:cs.CR,Differentially Private Bayesian Inference for Generalized Linear Models,https://arxiv.org/abs/2011.00467v3,
ArXiv:cs.CR,Measuring Utility and Privacy of Synthetic Genomic Data,https://arxiv.org/abs/2102.03314v2,
ArXiv:cs.CR,Fair Peer-to-Peer Content Delivery via Blockchain,https://arxiv.org/abs/2102.04685v2,
ArXiv:cs.CR,Reconstruction-Based Membership Inference Attacks are Easier on Difficult Problems,https://arxiv.org/abs/2102.07762v2,
ArXiv:cs.CR,On an innovative architecture for digital immunity passports and vaccination certificates,https://arxiv.org/abs/2103.04142v4,
ArXiv:cs.CR,Holmes: An Efficient and Lightweight Semantic Based Anomalous Email Detector,https://arxiv.org/abs/2104.08044v4,
ArXiv:cs.CR,Remote Attestation: A Literature Review,https://arxiv.org/abs/2105.02466v2,
ArXiv:cs.CR,Profiling the Cybercriminal: A Systematic Review of Research,https://arxiv.org/abs/2105.02930v2,
ArXiv:cs.CR,Self-Supervised Adversarial Example Detection by Disentangled Representation,https://arxiv.org/abs/2105.03689v2,
ArXiv:cs.CR,Physical Fault Injection and Side-Channel Attacks on Mobile Devices: A Comprehensive Survey,https://arxiv.org/abs/2105.04454v2,
