feed,title,long_url,short_url
ArXiv:cs.CR,Adversarial Attack on Large Scale Graph,https://arxiv.org/abs/2009.03488v1,
ArXiv:cs.CR,A Real-time Contribution Measurement Method for Participants in Federated Learning,https://arxiv.org/abs/2009.03510v1,
ArXiv:cs.CR,SGX-MR: Regulating Dataflows for Protecting Access Patterns of Data-Intensive SGX Applications,https://arxiv.org/abs/2009.03518v1,
ArXiv:cs.CR,Toward Robustness and Privacy in Federated Learning: Experimenting with Local and Central Differential Privacy,https://arxiv.org/abs/2009.03561v1,
ArXiv:cs.CR,Detection of Anomalies and Faults in Industrial IoT Systems by Data Mining: Study of CHRIST Osmotron Water Purification System,https://arxiv.org/abs/2009.03645v1,
ArXiv:cs.CR,Efficient Quantification of Profile Matching Risk in Social Networks,https://arxiv.org/abs/2009.03698v1,
ArXiv:cs.CR,Highly Accurate CNN Inference Using Approximate Activation Functions over Homomorphic Encryption,https://arxiv.org/abs/2009.03727v1,
ArXiv:cs.CR,Randomness Concerns When Deploying Differential Privacy,https://arxiv.org/abs/2009.03777v1,
ArXiv:cs.CR,Automatic Yara Rule Generation Using Biclustering,https://arxiv.org/abs/2009.03779v1,
ArXiv:cs.CR,Towards Analyzing Semantic Robustness of Deep Neural Networks,https://arxiv.org/abs/1904.04621v4,
ArXiv:cs.CR,Blockchain-Based Distributed Patient-Centric Image Management System,https://arxiv.org/abs/2003.08054v2,
ArXiv:cs.CR,FALCON: Honest-Majority Maliciously Secure Framework for Private Deep Learning,https://arxiv.org/abs/2004.02229v2,
ArXiv:cs.CR,A Review of Privacy-preserving Federated Learning for the Internet-of-Things,https://arxiv.org/abs/2004.11794v2,
ArXiv:cs.CR,MPC Protocol for G-module and its Application in Secure Compare and ReLU,https://arxiv.org/abs/2007.03975v2,
ArXiv:cs.CR,Trust Infrastructures for Virtual Asset Service Providers,https://arxiv.org/abs/2008.05048v2,
ArXiv:cs.CR,Perceptual Deep Neural Networks: Adversarial Robustness through Input Recreation,https://arxiv.org/abs/2009.01110v2,
ArXiv:cs.CR,NF-Crowd: Nearly-free Blockchain-based Crowdsourcing,https://arxiv.org/abs/2009.02561v2,
ArXiv:cs.CR,Bluff: Interactively Deciphering Adversarial Attacks on Deep Neural Networks,https://arxiv.org/abs/2009.02608v2,
ArXiv:cs.CR,"Passwords: Divided they Stand, United they Fall",https://arxiv.org/abs/2009.03062v2,
