feed,title,long_url,short_url
ArXiv:cs.CR,DeepIntent: ImplicitIntent based Android IDS with E2E Deep Learning architecture,https://arxiv.org/abs/2010.08607v1,
ArXiv:cs.CR,DOOM: A Novel Adversarial-DRL-Based Op-Code Level Metamorphic Malware Obfuscator for the Enhancement of IDS,https://arxiv.org/abs/2010.08608v1,
ArXiv:cs.CR,Locally Differentially Private Analysis of Graph Statistics,https://arxiv.org/abs/2010.08688v1,
ArXiv:cs.CR,Secure Weighted Aggregation in Federated Learning,https://arxiv.org/abs/2010.08730v1,
ArXiv:cs.CR,Layer-wise Characterization of Latent Information Leakage in Federated Learning,https://arxiv.org/abs/2010.08762v1,
ArXiv:cs.CR,A Key-Agreement Protocol Based on Static Parameters and Hash Functions,https://arxiv.org/abs/2010.08769v1,
ArXiv:cs.CR,A Stochastic Neural Network for Attack-Agnostic Adversarial Robustness,https://arxiv.org/abs/2010.08852v1,
ArXiv:cs.CR,GOAT: GPU Outsourcing of Deep Learning Training With Asynchronous Probabilistic Integrity Verification Inside Trusted Execution Environment,https://arxiv.org/abs/2010.08855v1,
ArXiv:cs.CR,Spectrum-Flexible Secure Broadcast Ranging,https://arxiv.org/abs/2010.08901v1,
ArXiv:cs.CR,Disguising Personal Identity Information in EEG Signals,https://arxiv.org/abs/2010.08915v1,
ArXiv:cs.CR,Unexpected Information Leakage of Differential Privacy Due to Linear Property of Queries,https://arxiv.org/abs/2010.08958v1,
ArXiv:cs.CR,Enabling Fast Differentially Private SGD via Just-in-Time Compilation and Vectorization,https://arxiv.org/abs/2010.09063v1,
ArXiv:cs.CR,"Poisoned classifiers are not only backdoored, they are fundamentally broken",https://arxiv.org/abs/2010.09080v1,
ArXiv:cs.CR,Decentralized and Secure Generation Maintenance with Differential Privacy,https://arxiv.org/abs/2010.09099v1,
ArXiv:cs.CR,Smart Contract Vulnerabilities: Vulnerable Does Not Imply Exploited,https://arxiv.org/abs/1902.06710v5,
ArXiv:cs.CR,Motion Sensor-based Privacy Attack on Smartphones,https://arxiv.org/abs/1907.05972v3,
ArXiv:cs.CR,BAFFLE : Blockchain Based Aggregator Free Federated Learning,https://arxiv.org/abs/1909.07452v3,
ArXiv:cs.CR,ATHENA: A Framework based on Diverse Weak Defenses for Building Adversarial Defense,https://arxiv.org/abs/2001.00308v2,
ArXiv:cs.CR,"Deep Learning based Frameworks for Handling Imbalance in DGA, Email, and URL Data Analysis",https://arxiv.org/abs/2004.04812v2,
ArXiv:cs.CR,Multi-Entity and Multi-Enrollment Key Agreement with Correlated Noise,https://arxiv.org/abs/2005.08210v4,
ArXiv:cs.CR,PatchGuard: A Provably Robust Defense against Adversarial Patches via Small Receptive Fields and Masking,https://arxiv.org/abs/2005.10884v4,
ArXiv:cs.CR,Secure Byzantine-Robust Machine Learning,https://arxiv.org/abs/2006.04747v2,
ArXiv:cs.CR,Subpopulation Data Poisoning Attacks,https://arxiv.org/abs/2006.14026v2,
ArXiv:cs.CR,A New Theoretical Framework of Pyramid Markov Processes for Blockchain Selfish Mining,https://arxiv.org/abs/2007.01459v2,
ArXiv:cs.CR,Adversarial Immunization for Improving Certifiable Robustness on Graphs,https://arxiv.org/abs/2007.09647v2,
ArXiv:cs.CR,Adapting Security Warnings to Counter Online Disinformation,https://arxiv.org/abs/2008.10772v5,
ArXiv:cs.CR,Blockchain-based Federated Learning for Device Failure Detection in Industrial IoT,https://arxiv.org/abs/2009.02643v2,
ArXiv:cs.CR,Toward Privacy and Utility Preserving Image Representation,https://arxiv.org/abs/2009.14376v2,
ArXiv:cs.CR,DVERGE: Diversifying Vulnerabilities for Enhanced Robust Generation of Ensembles,https://arxiv.org/abs/2009.14720v2,
ArXiv:cs.CR,Transfer2Attack: Text Adversarial Attacks via Cross-Domain Interpretability,https://arxiv.org/abs/2010.06812v2,
ArXiv:cs.CR,An Adversarial Attack against Stacked Capsule Autoencoder,https://arxiv.org/abs/2010.07230v2,
ArXiv:cs.CR,Position paper: A systematic framework for categorising IoT device fingerprinting mechanisms,https://arxiv.org/abs/2010.08466v2,
