feed,title,long_url,short_url
ArXiv:cs.CR,Explainability Matters: Backdoor Attacks on Medical Imaging,https://arxiv.org/abs/2101.00008v1,
ArXiv:cs.CR,Towards Threshold Key Exchange Protocols,https://arxiv.org/abs/2101.00084v1,
ArXiv:cs.CR,Active Learning Under Malicious Mislabeling and Poisoning Attacks,https://arxiv.org/abs/2101.00157v1,
ArXiv:cs.CR,Jamming Attacks and Anti-Jamming Strategies in Wireless Networks: A Comprehensive Survey,https://arxiv.org/abs/2101.00292v1,
ArXiv:cs.CR,Privacy-preserving Travel Time Prediction with Uncertainty Using GPS Trace Data,https://arxiv.org/abs/2101.00310v1,
ArXiv:cs.CR,Disclosure Risk from Homogeneity Attack in Differentially Private Frequency Distribution,https://arxiv.org/abs/2101.00311v1,
ArXiv:cs.CR,PHOENIX: Device-Centric Cellular Network Protocol Monitoring using Runtime Verification,https://arxiv.org/abs/2101.00328v1,
ArXiv:cs.CR,e-PoS: Making Proof-of-Stake Decentralized and Fair,https://arxiv.org/abs/2101.00330v1,
ArXiv:cs.CR,Speeding up Block Propagation in Blockchain Network: Uncoded and Coded Designs,https://arxiv.org/abs/2101.00378v1,
ArXiv:cs.CR,Improving DGA-Based Malicious Domain Classifiers for Malware Defense with Adversarial Machine Learning,https://arxiv.org/abs/2101.00521v1,
ArXiv:cs.CR,Privacy Preserving Domain Adaptation for Semantic Segmentation of Medical Images,https://arxiv.org/abs/2101.00522v1,
ArXiv:cs.CR,News Image Steganography: A Novel Architecture Facilitates the Fake News Identification,https://arxiv.org/abs/2101.00606v1,
ArXiv:cs.CR,AlphaFuzz: Evolutionary Mutation-based Fuzzing as Monte Carlo Tree Search,https://arxiv.org/abs/2101.00612v1,
ArXiv:cs.CR,Fake Visual Content Detection Using Two-Stream Convolutional Neural Networks,https://arxiv.org/abs/2101.00676v1,
ArXiv:cs.CR,Private Hypothesis Selection,https://arxiv.org/abs/1905.13229v5,
ArXiv:cs.CR,Certified Defense to Image Transformations via Randomized Smoothing,https://arxiv.org/abs/2002.12463v3,
ArXiv:cs.CR,An Automatic Attribute Based Access Control Policy Extraction from Access Logs,https://arxiv.org/abs/2003.07270v3,
ArXiv:cs.CR,Trusted Wireless Monitoring based on Blockchain over NB-IoT Connectivity,https://arxiv.org/abs/2004.06299v3,
ArXiv:cs.CR,Imitation Attacks and Defenses for Black-box Machine Translation Systems,https://arxiv.org/abs/2004.15015v3,
ArXiv:cs.CR,Contra-*: Mechanisms for Countering Spam Attacks on Blockchain's Memory Pools,https://arxiv.org/abs/2005.04842v2,
ArXiv:cs.CR,LaKSA: A Probabilistic Proof-of-Stake Protocol,https://arxiv.org/abs/2006.01427v2,
ArXiv:cs.CR,D2P-Fed: Differentially Private Federated Learning With Efficient Communication,https://arxiv.org/abs/2006.13039v5,
ArXiv:cs.CR,"IoTrace: A Flexible, Efficient, and Privacy-Preserving IoT-enabled Architecture for Contact Tracing",https://arxiv.org/abs/2007.11928v4,
ArXiv:cs.CR,EEG-Based Brain-Computer Interfaces Are Vulnerable to Backdoor Attacks,https://arxiv.org/abs/2011.00101v2,
ArXiv:cs.CR,Mir: Automated Quantifiable Privilege Reduction Against Dynamic Library Compromise in JavaScript,https://arxiv.org/abs/2011.00253v2,
ArXiv:cs.CR,Budget Sharing for Multi-Analyst Differential Privacy,https://arxiv.org/abs/2011.01192v2,
ArXiv:cs.CR,Privacy-Constrained Policies via Mutual Information Regularized Policy Gradients,https://arxiv.org/abs/2012.15019v2,
