feed,title,long_url,short_url
ArXiv:cs.CR,FedV: Privacy-Preserving Federated Learning over Vertically Partitioned Data,https://arxiv.org/abs/2103.03918v1,
ArXiv:cs.CR,NF-GNN: Network Flow Graph Neural Networks for Malware Detection and Classification,https://arxiv.org/abs/2103.03939v1,
ArXiv:cs.CR,Combining IOTA and Attribute-Based Encryption for Access Control in the Internet of Things,https://arxiv.org/abs/2103.04016v1,
ArXiv:cs.CR,Black-Box IoT: Authentication and Distributed Storage of IoT Data from Constrained Sensors,https://arxiv.org/abs/2103.04028v1,
ArXiv:cs.CR,Hidden Backdoor Attack against Semantic Segmentation Models,https://arxiv.org/abs/2103.04038v1,
ArXiv:cs.CR,On an innovative architecture for digital immunity passports and vaccination certificates,https://arxiv.org/abs/2103.04142v1,
ArXiv:cs.CR,Selective Encryption of the Versatile Video Coding Standard,https://arxiv.org/abs/2103.04203v1,
ArXiv:cs.CR,Utilising Flow Aggregation to Classify Benign Imitating Attacks,https://arxiv.org/abs/2103.04208v1,
ArXiv:cs.CR,Threat Modeling of Cyber-Physical Systems in Practice,https://arxiv.org/abs/2103.04226v1,
ArXiv:cs.CR,Bottlenecks in Blockchain Consensus Protocols,https://arxiv.org/abs/2103.04234v1,
ArXiv:cs.CR,Deepfake Videos in the Wild: Analysis and Detection,https://arxiv.org/abs/2103.04263v1,
ArXiv:cs.CR,T-Miner: A Generative Approach to Defend Against Trojan Attacks on DNN-based Text Classification,https://arxiv.org/abs/2103.04264v1,
ArXiv:cs.CR,Detecting Adversarial Examples from Sensitivity Inconsistency of Spatial-Transform Domain,https://arxiv.org/abs/2103.04302v1,
ArXiv:cs.CR,An Overview of Cryptographic Accumulators,https://arxiv.org/abs/2103.04330v1,
ArXiv:cs.CR,Design of Ciphers based on the Geometric Structure of the Laguerre and Minkowski Planes,https://arxiv.org/abs/2103.04428v1,
ArXiv:cs.CR,DDoS Never Dies? An IXP Perspective on DDoS Amplification Attacks,https://arxiv.org/abs/2103.04443v1,
ArXiv:cs.CR,Comparative Analysis and Enhancement of CFG-based Hardware-Assisted CFI Schemes,https://arxiv.org/abs/2103.04456v1,
ArXiv:cs.CR,LogBERT: Log Anomaly Detection via BERT,https://arxiv.org/abs/2103.04475v1,
ArXiv:cs.CR,"Formal Verification of Authenticated, Append-Only Skip Lists in Agda: Extended Version",https://arxiv.org/abs/2103.04519v1,
ArXiv:cs.CR,Volcano: Stateless Cache Side-channel Attack by Exploiting Mesh Interconnect,https://arxiv.org/abs/2103.04533v1,
ArXiv:cs.CR,Advances and Open Problems in Federated Learning,https://arxiv.org/abs/1912.04977v2,
ArXiv:cs.CR,Confusing and Detecting ML Adversarial Attacks with Injected Attractors,https://arxiv.org/abs/2003.02732v4,
ArXiv:cs.CR,Stop-and-Go: Exploring Backdoor Attacks on Deep Reinforcement Learning-based Traffic Congestion Control Systems,https://arxiv.org/abs/2003.07859v3,
ArXiv:cs.CR,On the Difficulty of Membership Inference Attacks,https://arxiv.org/abs/2005.13702v2,
ArXiv:cs.CR,Adversarial Machine Learning Attacks and Defense Methods in the Cyber Security Domain,https://arxiv.org/abs/2007.02407v2,
ArXiv:cs.CR,Two closely related insecure noninteractive group key establishment schemes,https://arxiv.org/abs/2009.09278v2,
ArXiv:cs.CR,Intelligent Reflecting Surface-Assisted Wireless Key Generation for Low-Entropy Environments,https://arxiv.org/abs/2010.06613v2,
ArXiv:cs.CR,Secure Software Leasing from Standard Assumptions,https://arxiv.org/abs/2010.11186v3,
ArXiv:cs.CR,Federated Transfer Learning: concept and applications,https://arxiv.org/abs/2010.15561v3,
ArXiv:cs.CR,General Purpose Atomic Crosschain Transactions,https://arxiv.org/abs/2011.12783v3,
ArXiv:cs.CR,Post-Quantum Security of the Bitcoin Backbone and Quantum Multi-Solution Bernoulli Search,https://arxiv.org/abs/2012.15254v2,
ArXiv:cs.CR,A Novel Key Generation Scheme Using Quaternary PUF Responses and Wiretap Polar Coding,https://arxiv.org/abs/2102.10433v2,
ArXiv:cs.CR,Quantifying identifiability to choose and audit $\epsilon$ in differentially private deep learning,https://arxiv.org/abs/2103.02913v2,
