feed,title,long_url,short_url
ArXiv:cs.CR,Attribution of Gradient Based Adversarial Attacks for Reverse Engineering of Deceptions,https://arxiv.org/abs/2103.11002v1,
ArXiv:cs.CR,Differentially private inference via noisy optimization,https://arxiv.org/abs/2103.11003v1,
ArXiv:cs.CR,Fight Virus Like a Virus: A New Defense Method Against File-Encrypting Ransomware,https://arxiv.org/abs/2103.11014v1,
ArXiv:cs.CR,Don't Tell Me The Cybersecurity Moon Is Shining... (Cybersecurity Show And Tell),https://arxiv.org/abs/2103.11030v1,
ArXiv:cs.CR,Encrypted Value Iteration and Temporal Difference Learning over Leveled Homomorphic Encryption,https://arxiv.org/abs/2103.11065v1,
ArXiv:cs.CR,DataLens: Scalable Privacy Preserving Training via Gradient Compression and Aggregation,https://arxiv.org/abs/2103.11109v1,
ArXiv:cs.CR,An Efficient Simulation of Quantum Secret Sharing,https://arxiv.org/abs/2103.11206v1,
ArXiv:cs.CR,Round and Communication Balanced Protocols for Oblivious Evaluation of Finite State Machines,https://arxiv.org/abs/2103.11240v1,
ArXiv:cs.CR,On the Impossibility of Post-Quantum Black-Box Zero-Knowledge in Constant Rounds,https://arxiv.org/abs/2103.11244v1,
ArXiv:cs.CR,Nonlinear RF Fingerprints Authentication for OFDM Wireless Devices based on Demodulated Symbols,https://arxiv.org/abs/2103.11308v1,
ArXiv:cs.CR,Automated Software Vulnerability Assessment with Concept Drift,https://arxiv.org/abs/2103.11316v1,
ArXiv:cs.CR,EBF: A Hybrid Verification Tool for Finding Software Vulnerabilities in IoT Cryptographic Protocols,https://arxiv.org/abs/2103.11363v1,
ArXiv:cs.CR,An Empirical Study of OSS-Fuzz Bugs,https://arxiv.org/abs/2103.11518v1,
ArXiv:cs.CR,Towards Improving the Trustworthiness of Hardware based Malware Detector using Online Uncertainty Estimation,https://arxiv.org/abs/2103.11519v1,
ArXiv:cs.CR,Secure list decoding and its application to bit-string commitment,https://arxiv.org/abs/2103.11548v1,
ArXiv:cs.CR,"Blockchain-based Digital Twins: Research Trends, Issues, and Future Challenges",https://arxiv.org/abs/2103.11585v1,
ArXiv:cs.CR,A New Approach: Cognitive Multi-Level Authentication (CMLA) in Nuclear Command and Control,https://arxiv.org/abs/1911.04536v2,
ArXiv:cs.CR,Towards Practical Encrypted Network Traffic Pattern Matching for Secure Middleboxes,https://arxiv.org/abs/2001.01848v2,
ArXiv:cs.CR,Attacking the DeFi Ecosystem with Flash Loans for Fun and Profit,https://arxiv.org/abs/2003.03810v4,
ArXiv:cs.CR,"A Survey on Blockchain Interoperability: Past, Present, and Future Trends",https://arxiv.org/abs/2005.14282v3,
ArXiv:cs.CR,Adversarial EXEmples: A Survey and Experimental Evaluation of Practical Attacks on Machine Learning for Windows Malware Detection,https://arxiv.org/abs/2008.07125v2,
ArXiv:cs.CR,Group Handover for Drone-Mounted Base Stations,https://arxiv.org/abs/2012.09221v3,
ArXiv:cs.CR,Machine Learning for Detecting Data Exfiltration: A Review,https://arxiv.org/abs/2012.09344v2,
ArXiv:cs.CR,A Digital Currency Architecture for Privacy and Owner-Custodianship,https://arxiv.org/abs/2101.05259v2,
ArXiv:cs.CR,CaPC Learning: Confidential and Private Collaborative Learning,https://arxiv.org/abs/2102.05188v2,
ArXiv:cs.CR,Fortify Machine Learning Production Systems: Detect and Classify Adversarial Attacks,https://arxiv.org/abs/2102.09695v2,
ArXiv:cs.CR,Swivel: Hardening WebAssembly against Spectre,https://arxiv.org/abs/2102.12730v2,
ArXiv:cs.CR,"Cyber Threat Intelligence Model: An Evaluation of Taxonomies, Sharing Standards, and Ontologies within Cyber Threat Intelligence",https://arxiv.org/abs/2103.03530v2,
ArXiv:cs.CR,FLAME: Differentially Private Federated Learning in the Shuffle Model,https://arxiv.org/abs/2009.08063v4,
