feed,title,long_url,short_url
ArXiv:cs.CR,DAHash: Distribution Aware Tuning of Password Hashing Costs,https://arxiv.org/abs/2101.10374v1,
ArXiv:cs.CR,ProbLock: Probability-based Logic Locking,https://arxiv.org/abs/2101.10386v1,
ArXiv:cs.CR,End-Users' Knowledge and Perception about Security of Mobile Health Apps: An Empirical Study,https://arxiv.org/abs/2101.10412v1,
ArXiv:cs.CR,Personal Data Access Control Through Distributed Authorization,https://arxiv.org/abs/2101.10464v1,
ArXiv:cs.CR,Towards an Open Format for Scalable System Telemetry,https://arxiv.org/abs/2101.10474v1,
ArXiv:cs.CR,PFirewall: Semantics-Aware Customizable Data Flow Control for Smart Home Privacy Protection,https://arxiv.org/abs/2101.10522v1,
ArXiv:cs.CR,Ear Recognition,https://arxiv.org/abs/2101.10540v1,
ArXiv:cs.CR,"Differential Privacy for Industrial Internet of Things: Opportunities, Applications and Challenges",https://arxiv.org/abs/2101.10569v1,
ArXiv:cs.CR,Towards a Secure and Resilient All-Renewable Energy Grid for Smart Cities,https://arxiv.org/abs/2101.10570v1,
ArXiv:cs.CR,Transparent Contribution Evaluation for Secure Federated Learning on Blockchain,https://arxiv.org/abs/2101.10572v1,
ArXiv:cs.CR,Malware Detection Using Frequency Domain-Based Image Visualization and Deep Learning,https://arxiv.org/abs/2101.10578v1,
ArXiv:cs.CR,xLumi: Payment Channel Protocol and Off-chain Payment in Blockchain Contract Systems,https://arxiv.org/abs/2101.10621v1,
ArXiv:cs.CR,Biometric Verification Secure Against Malicious Adversaries,https://arxiv.org/abs/2101.10631v1,
ArXiv:cs.CR,What's in Score for Website Users: A Data-driven Long-term Study on Risk-based Authentication Characteristics,https://arxiv.org/abs/2101.10681v1,
ArXiv:cs.CR,Measuring Decentralization in Bitcoin and Ethereum using Multiple Metrics and Granularities,https://arxiv.org/abs/2101.10699v1,
ArXiv:cs.CR,Ethereum ECCPoW,https://arxiv.org/abs/2101.10729v1,
ArXiv:cs.CR,Adversarial Vulnerability of Active Transfer Learning,https://arxiv.org/abs/2101.10792v1,
ArXiv:cs.CR,How Much Communication Resource is Needed to Run a Wireless Blockchain Network?,https://arxiv.org/abs/2101.10852v1,
ArXiv:cs.CR,BE-RAN: Blockchain-enabled RAN with Decentralized Identity Management and Privacy-Preserving Communication,https://arxiv.org/abs/2101.10856v1,
ArXiv:cs.CR,On managing vulnerabilities in AI/ML systems,https://arxiv.org/abs/2101.10865v1,
ArXiv:cs.CR,An In-depth Review of Privacy Concerns Raised by the COVID-19 Pandemic,https://arxiv.org/abs/2101.10868v1,
ArXiv:cs.CR,Dynamic cyber risk estimation with Competitive Quantile Autoregression,https://arxiv.org/abs/2101.10893v1,
ArXiv:cs.CR,Untargeted Poisoning Attack Detection in Federated Learning via Behavior Attestation,https://arxiv.org/abs/2101.10904v1,
ArXiv:cs.CR,A Blockchain-based Trust System for Decentralised Applications: When trustless needs trust,https://arxiv.org/abs/2101.10920v1,
ArXiv:cs.CR,"Blockchain Technology: Introduction, Integration and Security Issues with IoT",https://arxiv.org/abs/2101.10921v1,
ArXiv:cs.CR,Certifiable Robustness to Adversarial State Uncertainty in Deep Reinforcement Learning,https://arxiv.org/abs/2004.06496v5,
ArXiv:cs.CR,A formal model of Algorand smart contracts,https://arxiv.org/abs/2009.12140v3,
ArXiv:cs.CR,Sydr: Cutting Edge Dynamic Symbolic Execution,https://arxiv.org/abs/2011.09269v2,
