feed,title,long_url,short_url
ArXiv:cs.CR,Dataset Inference: Ownership Resolution in Machine Learning,https://arxiv.org/abs/2104.10706v1,
ArXiv:cs.CR,Robustness of ML-Enhanced IDS to Stealthy Adversaries,https://arxiv.org/abs/2104.10742v1,
ArXiv:cs.CR,Constantine: Automatic Side-Channel Resistance Using Efficient Control and Data Flow Linearization,https://arxiv.org/abs/2104.10749v1,
ArXiv:cs.CR,Privacy-Preserved Blockchain-Federated-Learning for Medical Image Analysis Towards Multiple Parties,https://arxiv.org/abs/2104.10903v1,
ArXiv:cs.CR,CryptGPU: Fast Privacy-Preserving Machine Learning on the GPU,https://arxiv.org/abs/2104.10949v1,
ArXiv:cs.CR,Voice Privacy with Smart Digital Assistants in Educational Settings,https://arxiv.org/abs/2104.11038v1,
ArXiv:cs.CR,Methodology for Detecting Cyber Intrusions in e-Learning Systems during COVID-19 Pandemic,https://arxiv.org/abs/2104.11041v1,
ArXiv:cs.CR,"Splitting authentication codes with perfect secrecy: new results, constructions and connections with algebraic manipulation detection codes",https://arxiv.org/abs/2104.11076v1,
ArXiv:cs.CR,Performance Evaluation of Adversarial Attacks: Discrepancies and Solutions,https://arxiv.org/abs/2104.11103v1,
ArXiv:cs.CR,Synchronization of Tree Parity Machines using non-binary input vectors,https://arxiv.org/abs/2104.11105v1,
ArXiv:cs.CR,SpoC: Spoofing Camera Fingerprints,https://arxiv.org/abs/1911.12069v2,
ArXiv:cs.CR,A Way Around UMIP and Descriptor-Table Exiting via TSX-based Side-Channel,https://arxiv.org/abs/2005.10333v2,
ArXiv:cs.CR,Cost-aware Feature Selection for IoT Device Classification,https://arxiv.org/abs/2009.01368v3,
ArXiv:cs.CR,Dynamic cyber risk estimation with Competitive Quantile Autoregression,https://arxiv.org/abs/2101.10893v2,
ArXiv:cs.CR,Social Media Identity Deception Detection: A Survey,https://arxiv.org/abs/2103.04673v2,
ArXiv:cs.CR,A Study on Priming Methods for Graphical Passwords,https://arxiv.org/abs/2103.09262v2,
ArXiv:cs.CR,DataLens: Scalable Privacy Preserving Training via Gradient Compression and Aggregation,https://arxiv.org/abs/2103.11109v2,
ArXiv:cs.CR,Off-chain Execution and Verification of Computationally Intensive Smart Contracts,https://arxiv.org/abs/2104.09569v2,
ArXiv:cs.CR,Dual Head Adversarial Training,https://arxiv.org/abs/2104.10377v2,
ArXiv:cs.CR,Breaking the Communication-Privacy-Accuracy Trilemma,https://arxiv.org/abs/2007.11707v3,
