feed,title,long_url,short_url
ArXiv:cs.CR,U.S. Broadband Coverage Data Set: A Differentially Private Data Release,https://arxiv.org/abs/2103.14035v1,
ArXiv:cs.CR,Realistic Differentially-Private Transmission Power Flow Data Release,https://arxiv.org/abs/2103.14036v1,
ArXiv:cs.CR,Reinforcement Learning for Deceiving Reactive Jammers in Wireless Networks,https://arxiv.org/abs/2103.14056v1,
ArXiv:cs.CR,Differentially Private Normalizing Flows for Privacy-Preserving Density Estimation,https://arxiv.org/abs/2103.14068v1,
ArXiv:cs.CR,Private and Resource-Bounded Locally Decodalbe Codes for Insertions and Deletions,https://arxiv.org/abs/2103.14122v1,
ArXiv:cs.CR,Dynamic Posted-Price Mechanisms for the Blockchain Transaction-Fee Market,https://arxiv.org/abs/2103.14144v1,
ArXiv:cs.CR,Identification and Mitigation of False Data Injection using Multi State Implicative Interdependency Model (MSIIM) for Smart Grid,https://arxiv.org/abs/2103.14154v1,
ArXiv:cs.CR,Location Data and COVID-19 Contact Tracing: How Data Privacy Regulations and Cell Service Providers Work In Tandem,https://arxiv.org/abs/2103.14155v1,
ArXiv:cs.CR,Understanding Internet of Things Malware by Analyzing Endpoints in their Static Artifacts,https://arxiv.org/abs/2103.14217v1,
ArXiv:cs.CR,ShellCore: Automating Malicious IoT Software Detection by Using Shell Commands Representation,https://arxiv.org/abs/2103.14221v1,
ArXiv:cs.CR,Adversarial Attacks are Reversible with Natural Supervision,https://arxiv.org/abs/2103.14222v1,
ArXiv:cs.CR,"A Survey of Microarchitectural Side-channel Vulnerabilities, Attacks and Defenses in Cryptography",https://arxiv.org/abs/2103.14244v1,
ArXiv:cs.CR,HyperSec: Visual Analytics for blockchain security monitoring,https://arxiv.org/abs/2103.14414v1,
ArXiv:cs.CR,Limitations on Uncloneable Encryption and Simultaneous One-Way-to-Hiding,https://arxiv.org/abs/2103.14510v1,
ArXiv:cs.CR,Multi-Stage Attack Detection via Kill Chain State Machines,https://arxiv.org/abs/2103.14628v1,
ArXiv:cs.CR,Non-malleability for quantum public-key encryption,https://arxiv.org/abs/1905.05490v3,
ArXiv:cs.CR,"SPEED: Secure, PrivatE, and Efficient Deep learning",https://arxiv.org/abs/2006.09475v2,
ArXiv:cs.CR,FastSpec: Scalable Generation and Detection of Spectre Gadgets Using Neural Embeddings,https://arxiv.org/abs/2006.14147v2,
ArXiv:cs.CR,Robust and Private Learning of Halfspaces,https://arxiv.org/abs/2011.14580v2,
ArXiv:cs.CR,Modeling Deep Learning Based Privacy Attacks on Physical Mail,https://arxiv.org/abs/2012.11803v2,
ArXiv:cs.CR,Secure Process Algebra,https://arxiv.org/abs/2101.05140v3,
ArXiv:cs.CR,InaudibleKey: Generic Inaudible Acoustic Signal based Key Agreement Protocol for Mobile Devices,https://arxiv.org/abs/2102.10908v2,
ArXiv:cs.CR,"Cyber Threat Intelligence Model: An Evaluation of Taxonomies, Sharing Standards, and Ontologies within Cyber Threat Intelligence",https://arxiv.org/abs/2103.03530v4,
ArXiv:cs.CR,CUDA Tutorial -- Cryptanalysis of Classical Ciphers Using Modern GPUs and CUDA,https://arxiv.org/abs/2103.13937v2,
