feed,title,long_url,short_url
PacketstormSecurity,Red Hat Security Advisory 2021-2033-01,https://packetstormsecurity.com/files/162710/RHSA-2021-2033-01.txt,https://j.mp/3v1cbA5
PacketstormSecurity,Red Hat Security Advisory 2021-2032-01,https://packetstormsecurity.com/files/162709/RHSA-2021-2032-01.txt,https://j.mp/3v0K5Vq
PacketstormSecurity,Red Hat Security Advisory 2021-2042-01,https://packetstormsecurity.com/files/162708/RHSA-2021-2042-01.txt,https://j.mp/3eXV7VZ
PacketstormSecurity,Red Hat Security Advisory 2021-2034-01,https://packetstormsecurity.com/files/162707/RHSA-2021-2034-01.txt,https://j.mp/3f5Mby1
PacketstormSecurity,Red Hat Security Advisory 2021-2036-01,https://packetstormsecurity.com/files/162706/RHSA-2021-2036-01.txt,https://j.mp/3u5NsZP
PacketstormSecurity,Red Hat Security Advisory 2021-2026-01,https://packetstormsecurity.com/files/162705/RHSA-2021-2026-01.txt,https://j.mp/3u09vkR
PacketstormSecurity,Red Hat Security Advisory 2021-2025-01,https://packetstormsecurity.com/files/162704/RHSA-2021-2025-01.txt,https://j.mp/2T6QdO5
PacketstormSecurity,Red Hat Security Advisory 2021-2024-01,https://packetstormsecurity.com/files/162703/RHSA-2021-2024-01.txt,https://j.mp/3whf9R5
PacketstormSecurity,Red Hat Security Advisory 2021-2037-01,https://packetstormsecurity.com/files/162702/RHSA-2021-2037-01.txt,https://j.mp/3bFeD7v
PacketstormSecurity,Red Hat Security Advisory 2021-2040-01,https://packetstormsecurity.com/files/162700/RHSA-2021-2040-01.txt,https://j.mp/3ywGVv1
PacketstormSecurity,Red Hat Security Advisory 2021-2041-01,https://packetstormsecurity.com/files/162699/RHSA-2021-2041-01.txt,https://j.mp/3v3llvU
PacketstormSecurity,I2p 0.9.50,https://packetstormsecurity.com/files/162701/i2psource_0.9.50.tar.bz2,https://j.mp/3eYIYA0
PacketstormSecurity,Red Hat Security Advisory 2021-2028-01,https://packetstormsecurity.com/files/162698/RHSA-2021-2028-01.txt,https://j.mp/33WEVxR
PacketstormSecurity,Red Hat Security Advisory 2021-2027-01,https://packetstormsecurity.com/files/162697/RHSA-2021-2027-01.txt,https://j.mp/2S5Ulxh
PacketstormSecurity,Red Hat Security Advisory 2021-2039-01,https://packetstormsecurity.com/files/162696/RHSA-2021-2039-01.txt,https://j.mp/3f0ywb8
PacketstormSecurity,Red Hat Security Advisory 2021-2021-01,https://packetstormsecurity.com/files/162694/RHSA-2021-2021-01.txt,https://j.mp/2T6Qdxz
PacketstormSecurity,Red Hat Security Advisory 2021-1989-01,https://packetstormsecurity.com/files/162693/RHSA-2021-1989-01.txt,https://j.mp/3wlXkQH
PacketstormSecurity,Red Hat Security Advisory 2021-1979-01,https://packetstormsecurity.com/files/162692/RHSA-2021-1979-01.txt,https://j.mp/3wottHH
PacketstormSecurity,Red Hat Security Advisory 2021-1983-01,https://packetstormsecurity.com/files/162691/RHSA-2021-1983-01.txt,https://j.mp/3oxex73
PacketstormSecurity,Red Hat Security Advisory 2021-1600-01,https://packetstormsecurity.com/files/162690/RHSA-2021-1600-01.txt,https://j.mp/3whae2p
PacketstormSecurity,Red Hat Security Advisory 2021-1586-01,https://packetstormsecurity.com/files/162689/RHSA-2021-1586-01.txt,https://j.mp/3wha76Z
PacketstormSecurity,Red Hat Security Advisory 2021-1702-01,https://packetstormsecurity.com/files/162688/RHSA-2021-1702-01.txt,https://j.mp/3bz1ZXN
